subject_race,subject_sex,outcome,year,month,reason_for_stop,count
hispanic,male,citation,2011,12,CITIZEN CO,1
hispanic,male,citation,2011,12,CRIMINAL V,3
hispanic,male,citation,2011,12,TRAFFIC VI,44
hispanic,male,citation,2012,1,CALL FOR S,3
hispanic,male,citation,2012,1,TRAFFIC VI,46
hispanic,male,citation,2012,2,CALL FOR S,4
hispanic,male,citation,2012,2,CRIMINAL V,4
hispanic,male,citation,2012,2,TRAFFIC VI,44
hispanic,male,citation,2012,3,CALL FOR S,10
hispanic,male,citation,2012,3,CRIMINAL V,2
hispanic,male,citation,2012,3,TRAFFIC VI,81
hispanic,male,citation,2012,4,CALL FOR S,5
hispanic,male,citation,2012,4,CITIZEN CO,1
hispanic,male,citation,2012,4,CRIMINAL V,1
hispanic,male,citation,2012,4,SUSPECT VE,1
hispanic,male,citation,2012,4,TRAFFIC VI,33
hispanic,male,citation,2012,5,CALL FOR S,7
hispanic,male,citation,2012,5,CITIZEN CO,1
hispanic,male,citation,2012,5,OTHER,1
hispanic,male,citation,2012,5,TRAFFIC VI,51
hispanic,male,citation,2012,6,CALL FOR S,2
hispanic,male,citation,2012,6,CRIMINAL V,1
hispanic,male,citation,2012,6,OTHER,1
hispanic,male,citation,2012,6,SUSPECT PE,2
hispanic,male,citation,2012,6,TRAFFIC VI,68
hispanic,male,citation,2012,7,CALL FOR S,4
hispanic,male,citation,2012,7,TRAFFIC VI,44
hispanic,male,citation,2012,8,CALL FOR S,5
hispanic,male,citation,2012,8,CITIZEN CO,1
hispanic,male,citation,2012,8,TRAFFIC VI,22
hispanic,male,citation,2012,9,CALL FOR S,1
hispanic,male,citation,2012,9,CRIMINAL V,1
hispanic,male,citation,2012,9,SUSPECT PE,1
hispanic,male,citation,2012,9,TRAFFIC VI,20
hispanic,male,citation,2012,10,CALL FOR S,1
hispanic,male,citation,2012,10,CRIMINAL V,7
hispanic,male,citation,2012,10,TRAFFIC VI,21
hispanic,male,citation,2012,11,CITIZEN CO,1
hispanic,male,citation,2012,11,SUSPECT VE,1
hispanic,male,citation,2012,11,TRAFFIC VI,31
hispanic,male,citation,2012,12,CALL FOR S,3
hispanic,male,citation,2012,12,CRIMINAL V,1
hispanic,male,citation,2012,12,SUSPECT PE,3
hispanic,male,citation,2012,12,TRAFFIC VI,28
hispanic,male,citation,2013,1,CRIMINAL V,3
hispanic,male,citation,2013,1,TRAFFIC VI,21
hispanic,male,citation,2013,2,TRAFFIC VI,12
hispanic,male,citation,2013,3,CRIMINAL V,1
hispanic,male,citation,2013,3,TRAFFIC VI,21
hispanic,male,citation,2013,4,CALL FOR S,1
hispanic,male,citation,2013,4,CRIMINAL V,2
hispanic,male,citation,2013,4,TRAFFIC VI,16
hispanic,male,citation,2013,5,CALL FOR S,1
hispanic,male,citation,2013,5,CRIMINAL V,1
hispanic,male,citation,2013,5,TRAFFIC VI,22
hispanic,male,citation,2013,6,CALL FOR S,1
hispanic,male,citation,2013,6,CRIMINAL V,1
hispanic,male,citation,2013,6,TRAFFIC VI,18
hispanic,male,citation,2013,7,SUSPECT PE,1
hispanic,male,citation,2013,7,TRAFFIC VI,25
hispanic,male,citation,2013,8,CALL FOR S,2
hispanic,male,citation,2013,8,CRIMINAL V,1
hispanic,male,citation,2013,8,TRAFFIC VI,32
hispanic,male,citation,2013,9,CALL FOR S,2
hispanic,male,citation,2013,9,CRIMINAL V,1
hispanic,male,citation,2013,9,SUSPECT PE,2
hispanic,male,citation,2013,9,TRAFFIC VI,17
hispanic,male,citation,2013,10,CALL FOR S,2
hispanic,male,citation,2013,10,CRIMINAL V,1
hispanic,male,citation,2013,10,TRAFFIC VI,28
hispanic,male,citation,2013,11,CALL FOR S,4
hispanic,male,citation,2013,11,OTHER,1
hispanic,male,citation,2013,11,SUSPECT PE,3
hispanic,male,citation,2013,11,TRAFFIC VI,42
hispanic,male,citation,2013,12,CALL FOR S,1
hispanic,male,citation,2013,12,CRIMINAL V,2
hispanic,male,citation,2013,12,SUSPECT PE,1
hispanic,male,citation,2013,12,TRAFFIC VI,30
hispanic,male,citation,2014,1,CRIMINAL V,3
hispanic,male,citation,2014,1,SUSPECT PE,1
hispanic,male,citation,2014,1,TRAFFIC VI,25
hispanic,male,citation,2014,2,CALL FOR S,3
hispanic,male,citation,2014,2,TRAFFIC VI,15
hispanic,male,citation,2014,3,CALL FOR S,1
hispanic,male,citation,2014,3,CRIMINAL V,1
hispanic,male,citation,2014,3,OTHER,1
hispanic,male,citation,2014,3,TRAFFIC VI,27
hispanic,male,citation,2014,4,CALL FOR S,1
hispanic,male,citation,2014,4,OTHER,1
hispanic,male,citation,2014,4,TRAFFIC VI,23
hispanic,male,citation,2014,5,CALL FOR S,1
hispanic,male,citation,2014,5,TRAFFIC VI,20
hispanic,male,citation,2014,6,SUSPECT PE,1
hispanic,male,citation,2014,6,TRAFFIC VI,36
hispanic,male,citation,2014,7,CALL FOR S,3
hispanic,male,citation,2014,7,CRIMINAL V,2
hispanic,male,citation,2014,7,SUSPECT PE,2
hispanic,male,citation,2014,7,SUSPECT VE,1
hispanic,male,citation,2014,7,TRAFFIC VI,46
hispanic,male,citation,2014,8,CALL FOR S,2
hispanic,male,citation,2014,8,CRIMINAL V,8
hispanic,male,citation,2014,8,FLAGGED DO,1
hispanic,male,citation,2014,8,TRAFFIC VI,86
hispanic,male,citation,2014,9,CALL FOR S,1
hispanic,male,citation,2014,9,CRIMINAL V,2
hispanic,male,citation,2014,9,TRAFFIC VI,71
hispanic,male,citation,2014,10,CALL FOR S,2
hispanic,male,citation,2014,10,CRIMINAL V,3
hispanic,male,citation,2014,10,OTHER,1
hispanic,male,citation,2014,10,SUSPECT PE,1
hispanic,male,citation,2014,10,TRAFFIC VI,52
hispanic,male,citation,2014,11,CALL FOR S,3
hispanic,male,citation,2014,11,CRIMINAL V,4
hispanic,male,citation,2014,11,SUSPECT PE,2
hispanic,male,citation,2014,11,TRAFFIC VI,50
hispanic,male,citation,2014,12,CALL FOR S,1
hispanic,male,citation,2014,12,OTHER,1
hispanic,male,citation,2014,12,TRAFFIC VI,56
hispanic,male,citation,2015,1,CALL FOR S,3
hispanic,male,citation,2015,1,CRIMINAL V,2
hispanic,male,citation,2015,1,JUVENILE V,1
hispanic,male,citation,2015,1,OTHER,1
hispanic,male,citation,2015,1,SUSPECT PE,1
hispanic,male,citation,2015,1,TRAFFIC VI,62
hispanic,male,citation,2015,2,CALL FOR S,1
hispanic,male,citation,2015,2,CRIMINAL V,2
hispanic,male,citation,2015,2,OTHER,2
hispanic,male,citation,2015,2,SUSPECT PE,1
hispanic,male,citation,2015,2,TRAFFIC VI,39
hispanic,male,citation,2015,3,CALL FOR S,4
hispanic,male,citation,2015,3,CRIMINAL V,1
hispanic,male,citation,2015,3,TRAFFIC VI,40
hispanic,male,citation,2015,4,CALL FOR S,8
hispanic,male,citation,2015,4,CRIMINAL V,1
hispanic,male,citation,2015,4,TRAFFIC VI,58
hispanic,male,citation,2015,5,CALL FOR S,1
hispanic,male,citation,2015,5,CRIMINAL V,1
hispanic,male,citation,2015,5,FLAGGED DO,1
hispanic,male,citation,2015,5,TRAFFIC VI,31
hispanic,male,citation,2015,6,CALL FOR S,7
hispanic,male,citation,2015,6,CRIMINAL V,2
hispanic,male,citation,2015,6,OTHER,3
hispanic,male,citation,2015,6,SUSPECT PE,1
hispanic,male,citation,2015,6,TRAFFIC VI,42
hispanic,male,citation,2015,7,CALL FOR S,5
hispanic,male,citation,2015,7,CRIMINAL V,1
hispanic,male,citation,2015,7,FLAGGED DO,1
hispanic,male,citation,2015,7,SUSPECT PE,2
hispanic,male,citation,2015,7,TRAFFIC VI,58
hispanic,male,citation,2015,8,CALL FOR S,2
hispanic,male,citation,2015,8,CRIMINAL V,1
hispanic,male,citation,2015,8,OTHER,1
hispanic,male,citation,2015,8,SUSPECT PE,3
hispanic,male,citation,2015,8,TRAFFIC VI,77
hispanic,male,citation,2015,9,CALL FOR S,2
hispanic,male,citation,2015,9,CRIMINAL V,1
hispanic,male,citation,2015,9,FLAGGED DO,2
hispanic,male,citation,2015,9,PRESENT AT,1
hispanic,male,citation,2015,9,SUSPECT PE,2
hispanic,male,citation,2015,9,TRAFFIC VI,79
hispanic,male,citation,2015,10,CALL FOR S,2
hispanic,male,citation,2015,10,SUSPECT PE,1
hispanic,male,citation,2015,10,TRAFFIC VI,76
hispanic,male,citation,2015,11,CALL FOR S,1
hispanic,male,citation,2015,11,FLAGGED DO,1
hispanic,male,citation,2015,11,TRAFFIC VI,52
hispanic,male,citation,2015,12,CALL FOR S,2
hispanic,male,citation,2015,12,SUSPECT PE,1
hispanic,male,citation,2015,12,TRAFFIC VI,44
hispanic,male,citation,2016,1,TRAFFIC VI,44
hispanic,male,citation,2016,2,CALL FOR S,2
hispanic,male,citation,2016,2,CITIZEN CO,1
hispanic,male,citation,2016,2,FLAGGED DO,2
hispanic,male,citation,2016,2,TRAFFIC VI,19
hispanic,male,citation,2016,3,OTHER,1
hispanic,male,citation,2016,3,TRAFFIC VI,36
hispanic,male,citation,2016,4,CALL FOR S,1
hispanic,male,citation,2016,4,CRIMINAL V,1
hispanic,male,citation,2016,4,OTHER,1
hispanic,male,citation,2016,4,TRAFFIC VI,30
hispanic,male,citation,2016,5,CALL FOR S,1
hispanic,male,citation,2016,5,OTHER,1
hispanic,male,citation,2016,5,SUSPECT PE,2
hispanic,male,citation,2016,5,TRAFFIC VI,43
hispanic,male,citation,2016,6,CRIMINAL V,3
hispanic,male,citation,2016,6,PRESENT AT,2
hispanic,male,citation,2016,6,TRAFFIC VI,48
hispanic,male,citation,2016,7,CALL FOR S,3
hispanic,male,citation,2016,7,OTHER,1
hispanic,male,citation,2016,7,TRAFFIC VI,29
hispanic,male,citation,2016,8,CALL FOR S,2
hispanic,male,citation,2016,8,FLAGGED DO,1
hispanic,male,citation,2016,8,OTHER,5
hispanic,male,citation,2016,8,TRAFFIC VI,49
hispanic,male,citation,2016,9,CALL FOR S,2
hispanic,male,citation,2016,9,CRIMINAL V,2
hispanic,male,citation,2016,9,TRAFFIC VI,30
hispanic,male,citation,2016,10,CALL FOR S,2
hispanic,male,citation,2016,10,CRIMINAL V,2
hispanic,male,citation,2016,10,SUSPECT PE,1
hispanic,male,citation,2016,10,SUSPECT VE,1
hispanic,male,citation,2016,10,TRAFFIC VI,19
hispanic,male,citation,2016,11,CRIMINAL V,2
hispanic,male,citation,2016,11,TRAFFIC VI,18
hispanic,male,citation,2016,12,CALL FOR S,1
hispanic,male,citation,2016,12,CRIMINAL V,3
hispanic,male,citation,2016,12,OTHER,1
hispanic,male,citation,2016,12,SUSPECT PE,4
hispanic,male,citation,2016,12,TRAFFIC VI,38
hispanic,male,citation,2017,1,CRIMINAL V,2
hispanic,male,citation,2017,1,TRAFFIC VI,72
hispanic,male,citation,2017,2,CRIMINAL V,4
hispanic,male,citation,2017,2,FLAGGED DO,2
hispanic,male,citation,2017,2,TRAFFIC VI,22
hispanic,male,citation,2017,3,CALL FOR S,1
hispanic,male,citation,2017,3,SUSPECT PE,1
hispanic,male,citation,2017,3,TRAFFIC VI,32
hispanic,male,citation,2017,4,SUSPECT PE,2
hispanic,male,citation,2017,4,TRAFFIC VI,38
hispanic,male,citation,2017,5,OTHER,1
hispanic,male,citation,2017,5,SUSPECT PE,1
hispanic,male,citation,2017,5,TRAFFIC VI,32
hispanic,male,citation,2017,6,CALL FOR S,1
hispanic,male,citation,2017,6,SUSPECT PE,1
hispanic,male,citation,2017,6,TRAFFIC VI,31
hispanic,male,citation,2017,7,CALL FOR S,3
hispanic,male,citation,2017,7,CRIMINAL V,1
hispanic,male,citation,2017,7,TRAFFIC VI,48
hispanic,male,citation,2017,8,CALL FOR S,1
hispanic,male,citation,2017,8,TRAFFIC VI,52
hispanic,male,citation,2017,9,CALL FOR S,1
hispanic,male,citation,2017,9,TRAFFIC VI,39
hispanic,male,citation,2017,10,CRIMINAL V,1
hispanic,male,citation,2017,10,OTHER,1
hispanic,male,citation,2017,10,TRAFFIC VI,29
hispanic,male,citation,2017,11,CALL FOR S,1
hispanic,male,citation,2017,11,FLAGGED DO,2
hispanic,male,citation,2017,11,OTHER,1
hispanic,male,citation,2017,11,TRAFFIC VI,26
hispanic,male,citation,2017,12,CALL FOR S,1
hispanic,male,citation,2017,12,TRAFFIC VI,20
hispanic,male,citation,2018,1,OTHER,1
hispanic,male,citation,2018,1,TRAFFIC VI,18
hispanic,male,citation,2018,2,CALL FOR S,1
hispanic,male,citation,2018,2,CRIMINAL V,1
hispanic,male,citation,2018,2,TRAFFIC VI,12
hispanic,male,citation,2018,3,TRAFFIC VI,24
hispanic,male,citation,2018,4,TRAFFIC VI,23
hispanic,male,citation,2018,5,CALL FOR S,1
hispanic,male,citation,2018,5,TRAFFIC VI,44
hispanic,male,citation,2018,6,SUSPECT VE,1
hispanic,male,citation,2018,6,TRAFFIC VI,47
hispanic,male,citation,2018,7,TRAFFIC VI,32
hispanic,male,warning,2011,5,CITIZEN CO,1
hispanic,male,warning,2011,5,FLAGGED DO,1
hispanic,male,warning,2011,5,SUSPECT VE,2
hispanic,male,warning,2011,5,TRAFFIC VI,24
hispanic,male,warning,2011,6,CALL FOR S,4
hispanic,male,warning,2011,6,CITIZEN CO,1
hispanic,male,warning,2011,6,CRIMINAL V,1
hispanic,male,warning,2011,6,OTHER,1
hispanic,male,warning,2011,6,SUSPECT PE,4
hispanic,male,warning,2011,6,SUSPECT VE,1
hispanic,male,warning,2011,6,TRAFFIC VI,17
hispanic,male,warning,2011,7,CRIMINAL V,1
hispanic,male,warning,2011,7,SUSPECT PE,3
hispanic,male,warning,2011,7,TRAFFIC VI,22
hispanic,male,warning,2011,8,CALL FOR S,4
hispanic,male,warning,2011,8,CRIMINAL V,1
hispanic,male,warning,2011,8,OTHER,1
hispanic,male,warning,2011,8,SUSPECT PE,2
hispanic,male,warning,2011,8,TRAFFIC VI,37
hispanic,male,warning,2011,9,CALL FOR S,3
hispanic,male,warning,2011,9,CITIZEN CO,1
hispanic,male,warning,2011,9,CRIMINAL V,1
hispanic,male,warning,2011,9,OTHER,1
hispanic,male,warning,2011,9,SUSPECT PE,3
hispanic,male,warning,2011,9,TRAFFIC VI,27
hispanic,male,warning,2011,10,CALL FOR S,1
hispanic,male,warning,2011,10,FLAGGED DO,1
hispanic,male,warning,2011,10,OTHER,1
hispanic,male,warning,2011,10,SUSPECT PE,4
hispanic,male,warning,2011,10,SUSPECT VE,1
hispanic,male,warning,2011,10,TRAFFIC VI,23
hispanic,male,warning,2011,11,CITIZEN CO,2
hispanic,male,warning,2011,11,OTHER,2
hispanic,male,warning,2011,11,SUSPECT VE,1
hispanic,male,warning,2011,11,TRAFFIC VI,16
hispanic,male,warning,2011,12,CALL FOR S,2
hispanic,male,warning,2011,12,CRIMINAL V,4
hispanic,male,warning,2011,12,FLAGGED DO,1
hispanic,male,warning,2011,12,SUSPECT PE,2
hispanic,male,warning,2011,12,TRAFFIC VI,19
hispanic,male,warning,2012,1,FLAGGED DO,1
hispanic,male,warning,2012,1,OTHER,2
hispanic,male,warning,2012,1,SUSPECT PE,1
hispanic,male,warning,2012,1,TRAFFIC VI,15
hispanic,male,warning,2012,2,CALL FOR S,1
hispanic,male,warning,2012,2,SUSPECT PE,2
hispanic,male,warning,2012,2,TRAFFIC VI,16
hispanic,male,warning,2012,3,CRIMINAL V,4
hispanic,male,warning,2012,3,SUSPECT PE,1
hispanic,male,warning,2012,3,TRAFFIC VI,29
hispanic,male,warning,2012,4,CALL FOR S,2
hispanic,male,warning,2012,4,CITIZEN CO,1
hispanic,male,warning,2012,4,OTHER,1
hispanic,male,warning,2012,4,SUSPECT PE,1
hispanic,male,warning,2012,4,TRAFFIC VI,13
hispanic,male,warning,2012,5,CALL FOR S,1
hispanic,male,warning,2012,5,CRIMINAL V,1
hispanic,male,warning,2012,5,FLAGGED DO,1
hispanic,male,warning,2012,5,OTHER,3
hispanic,male,warning,2012,5,TRAFFIC VI,16
hispanic,male,warning,2012,6,CRIMINAL V,1
hispanic,male,warning,2012,6,OTHER,1
hispanic,male,warning,2012,6,SUSPECT PE,4
hispanic,male,warning,2012,6,TRAFFIC VI,30
hispanic,male,warning,2012,7,CALL FOR S,1
hispanic,male,warning,2012,7,SUSPECT PE,7
hispanic,male,warning,2012,7,TRAFFIC VI,18
hispanic,male,warning,2012,8,OTHER,2
hispanic,male,warning,2012,8,SUSPECT PE,2
hispanic,male,warning,2012,8,TRAFFIC VI,18
hispanic,male,warning,2012,9,CRIMINAL V,1
hispanic,male,warning,2012,9,SUSPECT PE,1
hispanic,male,warning,2012,9,TRAFFIC VI,6
hispanic,male,warning,2012,10,CALL FOR S,4
hispanic,male,warning,2012,10,FLAGGED DO,1
hispanic,male,warning,2012,10,SUSPECT PE,2
hispanic,male,warning,2012,10,TRAFFIC VI,11
hispanic,male,warning,2012,11,CALL FOR S,1
hispanic,male,warning,2012,11,CITIZEN CO,1
hispanic,male,warning,2012,11,SUSPECT PE,4
hispanic,male,warning,2012,11,SUSPECT VE,1
hispanic,male,warning,2012,11,TRAFFIC VI,10
hispanic,male,warning,2012,12,CITIZEN CO,1
hispanic,male,warning,2012,12,CRIMINAL V,1
hispanic,male,warning,2012,12,SUSPECT VE,2
hispanic,male,warning,2012,12,TRAFFIC VI,10
hispanic,male,warning,2013,1,FLAGGED DO,1
hispanic,male,warning,2013,1,SUSPECT PE,1
hispanic,male,warning,2013,1,TRAFFIC VI,8
hispanic,male,warning,2013,2,FLAGGED DO,1
hispanic,male,warning,2013,2,TRAFFIC VI,3
hispanic,male,warning,2013,3,CALL FOR S,1
hispanic,male,warning,2013,3,CITIZEN CO,2
hispanic,male,warning,2013,3,SUSPECT PE,4
hispanic,male,warning,2013,3,TRAFFIC VI,10
hispanic,male,warning,2013,4,CRIMINAL V,1
hispanic,male,warning,2013,4,TRAFFIC VI,14
hispanic,male,warning,2013,5,CRIMINAL V,2
hispanic,male,warning,2013,5,TRAFFIC VI,6
hispanic,male,warning,2013,6,CALL FOR S,2
hispanic,male,warning,2013,6,CRIMINAL V,1
hispanic,male,warning,2013,6,FLAGGED DO,1
hispanic,male,warning,2013,6,OTHER,1
hispanic,male,warning,2013,6,TRAFFIC VI,5
hispanic,male,warning,2013,7,CALL FOR S,2
hispanic,male,warning,2013,7,CRIMINAL V,1
hispanic,male,warning,2013,7,SUSPECT PE,1
hispanic,male,warning,2013,7,TRAFFIC VI,9
hispanic,male,warning,2013,8,CALL FOR S,1
hispanic,male,warning,2013,8,TRAFFIC VI,8
hispanic,male,warning,2013,9,SUSPECT VE,1
hispanic,male,warning,2013,9,TRAFFIC VI,5
hispanic,male,warning,2013,10,SUSPECT PE,1
hispanic,male,warning,2013,10,TRAFFIC VI,4
hispanic,male,warning,2013,11,TRAFFIC VI,10
hispanic,male,warning,2013,12,SUSPECT PE,1
hispanic,male,warning,2013,12,TRAFFIC VI,12
hispanic,male,warning,2014,1,SUSPECT PE,2
hispanic,male,warning,2014,1,TRAFFIC VI,18
hispanic,male,warning,2014,2,OTHER,1
hispanic,male,warning,2014,2,SUSPECT PE,2
hispanic,male,warning,2014,2,TRAFFIC VI,6
hispanic,male,warning,2014,3,CRIMINAL V,2
hispanic,male,warning,2014,3,SUSPECT PE,1
hispanic,male,warning,2014,3,TRAFFIC VI,6
hispanic,male,warning,2014,4,TRAFFIC VI,11
hispanic,male,warning,2014,5,CRIMINAL V,1
hispanic,male,warning,2014,5,OTHER,1
hispanic,male,warning,2014,5,TRAFFIC VI,12
hispanic,male,warning,2014,6,CALL FOR S,1
hispanic,male,warning,2014,6,FLAGGED DO,1
hispanic,male,warning,2014,6,SUSPECT PE,3
hispanic,male,warning,2014,6,TRAFFIC VI,18
hispanic,male,warning,2014,7,CALL FOR S,3
hispanic,male,warning,2014,7,FLAGGED DO,2
hispanic,male,warning,2014,7,SUSPECT PE,3
hispanic,male,warning,2014,7,TRAFFIC VI,11
hispanic,male,warning,2014,8,CITIZEN CO,1
hispanic,male,warning,2014,8,CRIMINAL V,1
hispanic,male,warning,2014,8,OTHER,1
hispanic,male,warning,2014,8,SUSPECT PE,1
hispanic,male,warning,2014,8,TRAFFIC VI,28
hispanic,male,warning,2014,9,CALL FOR S,2
hispanic,male,warning,2014,9,CRIMINAL V,3
hispanic,male,warning,2014,9,SUSPECT PE,1
hispanic,male,warning,2014,9,TRAFFIC VI,33
hispanic,male,warning,2014,10,CALL FOR S,2
hispanic,male,warning,2014,10,CITIZEN CO,1
hispanic,male,warning,2014,10,CRIMINAL V,3
hispanic,male,warning,2014,10,OTHER,1
hispanic,male,warning,2014,10,SUSPECT PE,2
hispanic,male,warning,2014,10,TRAFFIC VI,33
hispanic,male,warning,2014,11,CALL FOR S,1
hispanic,male,warning,2014,11,CRIMINAL V,1
hispanic,male,warning,2014,11,SUSPECT PE,2
hispanic,male,warning,2014,11,SUSPECT VE,1
hispanic,male,warning,2014,11,TRAFFIC VI,36
hispanic,male,warning,2014,12,CALL FOR S,9
hispanic,male,warning,2014,12,CITIZEN CO,1
hispanic,male,warning,2014,12,SUSPECT PE,1
hispanic,male,warning,2014,12,TRAFFIC VI,31
hispanic,male,warning,2015,1,CALL FOR S,6
hispanic,male,warning,2015,1,CRIMINAL V,2
hispanic,male,warning,2015,1,OTHER,2
hispanic,male,warning,2015,1,SUSPECT PE,2
hispanic,male,warning,2015,1,SUSPECT VE,1
hispanic,male,warning,2015,1,TRAFFIC VI,40
hispanic,male,warning,2015,2,CALL FOR S,3
hispanic,male,warning,2015,2,FLAGGED DO,3
hispanic,male,warning,2015,2,OTHER,1
hispanic,male,warning,2015,2,SUSPECT PE,2
hispanic,male,warning,2015,2,SUSPECT VE,1
hispanic,male,warning,2015,2,TRAFFIC VI,26
hispanic,male,warning,2015,3,CALL FOR S,3
hispanic,male,warning,2015,3,CITIZEN CO,1
hispanic,male,warning,2015,3,CRIMINAL V,1
hispanic,male,warning,2015,3,OTHER,1
hispanic,male,warning,2015,3,SUSPECT PE,2
hispanic,male,warning,2015,3,TRAFFIC VI,23
hispanic,male,warning,2015,4,CALL FOR S,1
hispanic,male,warning,2015,4,OTHER,1
hispanic,male,warning,2015,4,SUSPECT PE,7
hispanic,male,warning,2015,4,TRAFFIC VI,29
hispanic,male,warning,2015,5,CALL FOR S,1
hispanic,male,warning,2015,5,FLAGGED DO,1
hispanic,male,warning,2015,5,SUSPECT PE,2
hispanic,male,warning,2015,5,SUSPECT VE,1
hispanic,male,warning,2015,5,TRAFFIC VI,18
hispanic,male,warning,2015,6,CALL FOR S,2
hispanic,male,warning,2015,6,CITIZEN CO,1
hispanic,male,warning,2015,6,OTHER,1
hispanic,male,warning,2015,6,TRAFFIC VI,44
hispanic,male,warning,2015,7,CALL FOR S,1
hispanic,male,warning,2015,7,CITIZEN CO,1
hispanic,male,warning,2015,7,CRIMINAL V,2
hispanic,male,warning,2015,7,FLAGGED DO,1
hispanic,male,warning,2015,7,OTHER,1
hispanic,male,warning,2015,7,TRAFFIC VI,44
hispanic,male,warning,2015,8,CALL FOR S,4
hispanic,male,warning,2015,8,CRIMINAL V,1
hispanic,male,warning,2015,8,FLAGGED DO,1
hispanic,male,warning,2015,8,OTHER,1
hispanic,male,warning,2015,8,SUSPECT PE,3
hispanic,male,warning,2015,8,SUSPECT VE,1
hispanic,male,warning,2015,8,TRAFFIC VI,35
hispanic,male,warning,2015,9,CALL FOR S,3
hispanic,male,warning,2015,9,CITIZEN CO,1
hispanic,male,warning,2015,9,CRIMINAL V,2
hispanic,male,warning,2015,9,OTHER,2
hispanic,male,warning,2015,9,SUSPECT PE,1
hispanic,male,warning,2015,9,TRAFFIC VI,36
hispanic,male,warning,2015,10,CALL FOR S,6
hispanic,male,warning,2015,10,OTHER,1
hispanic,male,warning,2015,10,SUSPECT PE,1
hispanic,male,warning,2015,10,TRAFFIC VI,33
hispanic,male,warning,2015,11,CALL FOR S,2
hispanic,male,warning,2015,11,OTHER,1
hispanic,male,warning,2015,11,SUSPECT PE,2
hispanic,male,warning,2015,11,TRAFFIC VI,30
hispanic,male,warning,2015,12,FLAGGED DO,2
hispanic,male,warning,2015,12,TRAFFIC VI,30
hispanic,male,warning,2016,1,CRIMINAL V,1
hispanic,male,warning,2016,1,OTHER,1
hispanic,male,warning,2016,1,TRAFFIC VI,39
hispanic,male,warning,2016,2,FLAGGED DO,1
hispanic,male,warning,2016,2,SUSPECT PE,2
hispanic,male,warning,2016,2,SUSPECT VE,2
hispanic,male,warning,2016,2,TRAFFIC VI,17
hispanic,male,warning,2016,3,CALL FOR S,3
hispanic,male,warning,2016,3,OTHER,1
hispanic,male,warning,2016,3,SUSPECT PE,2
hispanic,male,warning,2016,3,TRAFFIC VI,28
hispanic,male,warning,2016,4,CRIMINAL V,1
hispanic,male,warning,2016,4,SUSPECT PE,1
hispanic,male,warning,2016,4,TRAFFIC VI,27
hispanic,male,warning,2016,5,CRIMINAL V,3
hispanic,male,warning,2016,5,OTHER,1
hispanic,male,warning,2016,5,SUSPECT PE,1
hispanic,male,warning,2016,5,TRAFFIC VI,28
hispanic,male,warning,2016,6,CALL FOR S,1
hispanic,male,warning,2016,6,PRESENT AT,2
hispanic,male,warning,2016,6,SUSPECT PE,5
hispanic,male,warning,2016,6,TRAFFIC VI,13
hispanic,male,warning,2016,7,CALL FOR S,2
hispanic,male,warning,2016,7,CITIZEN CO,1
hispanic,male,warning,2016,7,OTHER,1
hispanic,male,warning,2016,7,SUSPECT PE,1
hispanic,male,warning,2016,7,TRAFFIC VI,18
hispanic,male,warning,2016,8,CALL FOR S,3
hispanic,male,warning,2016,8,CRIMINAL V,1
hispanic,male,warning,2016,8,SUSPECT PE,1
hispanic,male,warning,2016,8,TRAFFIC VI,21
hispanic,male,warning,2016,9,CALL FOR S,1
hispanic,male,warning,2016,9,SUSPECT PE,2
hispanic,male,warning,2016,9,TRAFFIC VI,27
hispanic,male,warning,2016,10,CALL FOR S,1
hispanic,male,warning,2016,10,TRAFFIC VI,20
hispanic,male,warning,2016,11,CITIZEN CO,1
hispanic,male,warning,2016,11,SUSPECT PE,1
hispanic,male,warning,2016,11,SUSPECT VE,1
hispanic,male,warning,2016,11,TRAFFIC VI,18
hispanic,male,warning,2016,12,CRIMINAL V,1
hispanic,male,warning,2016,12,TRAFFIC VI,20
hispanic,male,warning,2017,1,CALL FOR S,3
hispanic,male,warning,2017,1,OTHER,1
hispanic,male,warning,2017,1,SUSPECT PE,1
hispanic,male,warning,2017,1,TRAFFIC VI,20
